opp_id,account_id,close_date,stage,status,product_line,deal_size_eur,competitor,win_loss_reason_code,win_loss_notes
OPP_000400,ACC_FR_0069,2024-08-23,Closed Lost,lost,Depositary,316674,,COVERAGE,Our current coverage in the required domicile was insufficient for the mandate.
OPP_000401,ACC_IT_0054,2024-05-08,Closed Lost,lost,Depositary,4344467,Competitor C,COVERAGE,Our current coverage in the required domicile was insufficient for the mandate.
OPP_000402,ACC_NL_0116,2023-01-04,Closed Won,won,Regulatory,381421,Competitor A,OTHER,A combination of service quality and responsiveness led to a successful close.
OPP_000403,ACC_LU_0070,2023-04-28,Closed Won,won,AIFM,1156296,Competitor B,COMPETITOR_RELATIONSHIP,Existing long-term relationship with IQ-EQ team outweighed competitor's lower price.
OPP_000404,ACC_FR_0122,2022-01-20,Proposal,,Middle Office,244983,Competitor C,,
OPP_000405,ACC_LU_0125,2023-09-07,Proposal,,ESG Reporting,714691,Competitor A,,
OPP_000406,ACC_LU_0042,2022-05-03,Proposal,,Depositary,2644427,Competitor A,,
OPP_000407,ACC_NL_0116,2023-11-17,Proposal,,Depositary,862507,Competitor C,,
OPP_000408,ACC_LU_0089,2022-02-10,Closed Won,won,Regulatory,1446519,Competitor B,COVERAGE,Our broad coverage across the required jurisdictions exceeded all other proposals.
OPP_000409,ACC_LU_0148,2025-03-25,Closed Won,won,AIFM,1470091,Competitor C,OTHER,A combination of service quality and responsiveness led to a successful close.
OPP_000410,ACC_IT_0091,2023-10-28,Closed Won,won,Regulatory,2511185,Competitor A,COMPETITOR_RELATIONSHIP,Existing long-term relationship with IQ-EQ team outweighed competitor's lower price.
OPP_000411,ACC_LU_0098,2025-06-10,Proposal,,Regulatory,1437061,Competitor B,,
OPP_000412,ACC_LU_0087,2024-05-13,Closed Won,won,Middle Office,1280906,Competitor A,OTHER,A combination of service quality and responsiveness led to a successful close.
OPP_000413,ACC_LU_0021,2022-11-28,Negotiation,,Depositary,1925952,Competitor C,,
OPP_000414,ACC_FR_0069,2025-05-24,Closed Won,won,Middle Office,1182412,Competitor C,COVERAGE,Our broad coverage across the required jurisdictions exceeded all other proposals.
OPP_000415,ACC_NL_0134,2024-07-11,Closed Won,won,Fund Admin,231307,Competitor B,ONBOARDING_SPEED,Our rapid onboarding capability was a decisive factor in the client's selection.
OPP_000416,ACC_LU_0065,2025-12-06,Closed Lost,lost,AIFM,625716,Competitor A,ONBOARDING_SPEED,Competitor promised a faster go-live timeline which was critical for the fund launch.
OPP_000417,ACC_FR_0017,2024-08-27,Closed Won,won,Middle Office,809775,Competitor A,PRICE,Client confirmed our pricing was competitive and within the approved budget envelope.
OPP_000418,ACC_NL_0027,2023-06-22,Closed Won,won,Regulatory,4692153,,PRICE,Client confirmed our pricing was competitive and within the approved budget envelope.
OPP_000419,ACC_NL_0080,2023-04-15,Proposal,,Depositary,2494221,Competitor B,,
OPP_000420,ACC_FR_0034,2024-12-14,Closed Lost,lost,Fund Admin,3485971,Competitor C,PRICE,Client selected a competitor offering a lower fee structure for the same service scope.
OPP_000421,ACC_FR_0122,2024-08-14,Closed Lost,lost,Depositary,845390,Competitor B,OTHER,Deal stalled due to internal restructuring at the client; no clear next steps.
OPP_000422,ACC_FR_0139,2022-12-29,Closed Won,won,Regulatory,3870102,,COMPETITOR_RELATIONSHIP,Existing long-term relationship with IQ-EQ team outweighed competitor's lower price.
OPP_000423,ACC_LU_0135,2025-08-03,Closed Won,won,Depositary,748394,Competitor B,COVERAGE,Our broad coverage across the required jurisdictions exceeded all other proposals.
OPP_000424,ACC_NL_0023,2024-06-23,Negotiation,,Middle Office,426720,Competitor C,,
OPP_000425,ACC_NL_0003,2022-01-01,Closed Won,won,Depositary,1790430,Competitor A,ONBOARDING_SPEED,Our rapid onboarding capability was a decisive factor in the client's selection.
OPP_000426,ACC_IT_0126,2024-09-04,Proposal,,Middle Office,4090841,Competitor B,,
OPP_000427,ACC_FR_0002,2025-01-27,Negotiation,,Middle Office,4469729,,,
OPP_000428,ACC_IT_0102,2023-05-27,Proposal,,Regulatory,3406958,,,
OPP_000429,ACC_LU_0057,2023-06-23,Prospecting,,Regulatory,1578028,Competitor C,,
OPP_000430,ACC_NL_0073,2025-08-21,Closed Lost,lost,Middle Office,1346002,Competitor A,COVERAGE,Our current coverage in the required domicile was insufficient for the mandate.
OPP_000431,ACC_IT_0047,2022-10-07,Proposal,,Regulatory,710247,,,
OPP_000432,ACC_LU_0070,2025-12-05,Closed Won,won,Depositary,587279,Competitor A,ONBOARDING_SPEED,Our rapid onboarding capability was a decisive factor in the client's selection.
OPP_000433,ACC_LU_0137,2022-02-15,Proposal,,Fund Admin,459066,Competitor B,,
OPP_000434,ACC_IT_0113,2026-01-29,Prospecting,,Fund Admin,268491,,,
OPP_000435,ACC_NL_0056,2023-12-02,Closed Won,won,Depositary,722342,Competitor A,COMPETITOR_RELATIONSHIP,Existing long-term relationship with IQ-EQ team outweighed competitor's lower price.
OPP_000436,ACC_LU_0085,2022-06-14,Closed Lost,lost,Fund Admin,436430,,ONBOARDING_SPEED,Competitor promised a faster go-live timeline which was critical for the fund launch.
OPP_000437,ACC_FR_0019,2025-01-17,Closed Won,won,Depositary,4177628,Competitor A,ONBOARDING_SPEED,Our rapid onboarding capability was a decisive factor in the client's selection.
OPP_000438,ACC_NL_0032,2026-01-03,Proposal,,Middle Office,1612229,Competitor A,,
OPP_000439,ACC_FR_0051,2024-08-01,Closed Lost,lost,ESG Reporting,1015711,Competitor B,PRICE,Client selected a competitor offering a lower fee structure for the same service scope.
OPP_000440,ACC_FR_0122,2024-03-07,Closed Won,won,Depositary,279986,Competitor A,COVERAGE,Our broad coverage across the required jurisdictions exceeded all other proposals.
OPP_000441,ACC_IT_0141,2024-12-02,Prospecting,,Middle Office,975854,Competitor B,,
OPP_000442,ACC_NL_0093,2022-04-17,Closed Lost,lost,Fund Admin,392150,,ONBOARDING_SPEED,Competitor promised a faster go-live timeline which was critical for the fund launch.
OPP_000443,ACC_FR_0084,2022-01-31,Proposal,,Depositary,3131135,,,
OPP_000444,ACC_IT_0063,2022-01-19,Closed Lost,lost,Regulatory,739142,Competitor B,OTHER,Deal stalled due to internal restructuring at the client; no clear next steps.
OPP_000445,ACC_LU_0096,2022-07-03,Proposal,,Middle Office,182532,Competitor C,,
OPP_000446,ACC_NL_0016,2022-05-03,Negotiation,,AIFM,3655976,Competitor A,,
OPP_000447,ACC_NL_0033,2024-09-26,Proposal,,ESG Reporting,1193414,Competitor C,,
OPP_000448,ACC_IT_0113,2026-02-10,Proposal,,Regulatory,597764,Competitor B,,
OPP_000449,ACC_LU_0065,2022-03-22,Closed Won,won,ESG Reporting,477336,,COMPETITOR_RELATIONSHIP,Existing long-term relationship with IQ-EQ team outweighed competitor's lower price.
OPP_000450,ACC_LU_0049,2025-03-06,Proposal,,Depositary,1956563,,,
OPP_000451,ACC_NL_0071,2025-05-11,Closed Lost,lost,AIFM,809944,Competitor B,OTHER,Deal stalled due to internal restructuring at the client; no clear next steps.
OPP_000452,ACC_NL_0116,2023-08-29,Closed Lost,lost,Depositary,708414,,OTHER,Deal stalled due to internal restructuring at the client; no clear next steps.
OPP_000453,ACC_IT_0048,2022-02-08,Closed Won,won,ESG Reporting,1574539,Competitor A,COVERAGE,Our broad coverage across the required jurisdictions exceeded all other proposals.
OPP_000454,ACC_FR_0138,2024-03-04,Proposal,,Regulatory,2738971,Competitor B,,
OPP_000455,ACC_NL_0073,2023-10-23,Closed Won,won,Fund Admin,933153,Competitor A,COVERAGE,Our broad coverage across the required jurisdictions exceeded all other proposals.
OPP_000456,ACC_NL_0012,2022-09-23,Proposal,,Fund Admin,343014,,,
OPP_000457,ACC_NL_0050,2022-07-22,Prospecting,,Regulatory,1262634,,,
OPP_000458,ACC_LU_0135,2025-07-01,Closed Lost,lost,Fund Admin,581213,Competitor A,COVERAGE,Our current coverage in the required domicile was insufficient for the mandate.
OPP_000459,ACC_IT_0004,2023-03-04,Closed Won,won,Middle Office,4104589,Competitor A,PRICE,Client confirmed our pricing was competitive and within the approved budget envelope.
OPP_000460,ACC_NL_0093,2025-02-16,Closed Lost,lost,Depositary,1201661,Competitor A,COMPETITOR_RELATIONSHIP,Incumbent provider retained mandate due to entrenched relationship with CFO.
OPP_000461,ACC_FR_0069,2024-12-19,Prospecting,,Fund Admin,1259961,Competitor A,,
OPP_000462,ACC_NL_0056,2024-11-29,Prospecting,,Regulatory,384976,,,
OPP_000463,ACC_LU_0049,2023-01-31,Closed Won,won,ESG Reporting,3313962,Competitor B,ONBOARDING_SPEED,Our rapid onboarding capability was a decisive factor in the client's selection.
OPP_000464,ACC_NL_0143,2025-02-17,Closed Won,won,Regulatory,3094536,,PRICE,Client confirmed our pricing was competitive and within the approved budget envelope.
OPP_000465,ACC_FR_0110,2022-08-02,Proposal,,AIFM,847449,Competitor C,,
OPP_000466,ACC_NL_0041,2024-12-29,Closed Lost,lost,Depositary,1358603,Competitor C,COMPETITOR_RELATIONSHIP,Incumbent provider retained mandate due to entrenched relationship with CFO.
OPP_000467,ACC_LU_0096,2024-04-24,Closed Lost,lost,Regulatory,519003,Competitor B,COMPETITOR_RELATIONSHIP,Incumbent provider retained mandate due to entrenched relationship with CFO.
OPP_000468,ACC_NL_0145,2025-01-22,Proposal,,ESG Reporting,1392913,Competitor C,,
OPP_000469,ACC_NL_0093,2024-07-15,Closed Won,won,Fund Admin,1103154,Competitor C,COMPETITOR_RELATIONSHIP,Existing long-term relationship with IQ-EQ team outweighed competitor's lower price.
OPP_000470,ACC_IT_0005,2024-11-26,Prospecting,,Depositary,529559,Competitor B,,
OPP_000471,ACC_LU_0055,2023-10-07,Prospecting,,Regulatory,4200518,Competitor B,,
OPP_000472,ACC_LU_0025,2022-03-19,Closed Won,won,AIFM,1692446,Competitor B,ONBOARDING_SPEED,Our rapid onboarding capability was a decisive factor in the client's selection.
OPP_000473,ACC_LU_0060,2023-06-09,Closed Lost,lost,ESG Reporting,629707,Competitor B,PRICE,Client selected a competitor offering a lower fee structure for the same service scope.
OPP_000474,ACC_FR_0020,2026-01-21,Negotiation,,Middle Office,300708,Competitor A,,
OPP_000475,ACC_NL_0077,2022-03-18,Closed Lost,lost,Middle Office,853148,Competitor A,OTHER,Deal stalled due to internal restructuring at the client; no clear next steps.
OPP_000476,ACC_FR_0086,2023-12-14,Closed Lost,lost,Middle Office,4686107,Competitor A,COMPETITOR_RELATIONSHIP,Incumbent provider retained mandate due to entrenched relationship with CFO.
OPP_000477,ACC_FR_0059,2025-08-29,Closed Lost,lost,Regulatory,3998383,,PRICE,Client selected a competitor offering a lower fee structure for the same service scope.
OPP_000478,ACC_FR_0014,2023-09-17,Closed Won,won,ESG Reporting,3042108,Competitor C,COVERAGE,Our broad coverage across the required jurisdictions exceeded all other proposals.
OPP_000479,ACC_NL_0129,2025-11-30,Proposal,,Fund Admin,3531358,,,
OPP_000480,ACC_IT_0115,2025-05-03,Closed Won,won,AIFM,2443710,,PRICE,Client confirmed our pricing was competitive and within the approved budget envelope.
OPP_000481,ACC_NL_0038,2022-09-28,Negotiation,,Middle Office,878588,Competitor A,,
OPP_000482,ACC_IT_0141,2024-03-28,Proposal,,Middle Office,777643,Competitor B,,
OPP_000483,ACC_LU_0035,2024-09-11,Closed Won,won,Middle Office,995760,Competitor B,COMPETITOR_RELATIONSHIP,Existing long-term relationship with IQ-EQ team outweighed competitor's lower price.
OPP_000484,ACC_LU_0144,2025-06-15,Closed Lost,lost,AIFM,1590417,Competitor C,OTHER,Deal stalled due to internal restructuring at the client; no clear next steps.
OPP_000485,ACC_NL_0111,2023-10-25,Closed Won,won,Fund Admin,213168,,OTHER,A combination of service quality and responsiveness led to a successful close.
OPP_000486,ACC_NL_0109,2024-01-19,Negotiation,,Depositary,2050362,Competitor A,,
OPP_000487,ACC_LU_0079,2022-12-13,Closed Lost,lost,Middle Office,953614,,OTHER,Deal stalled due to internal restructuring at the client; no clear next steps.
OPP_000488,ACC_NL_0012,2023-04-24,Proposal,,Depositary,276187,Competitor A,,
OPP_000489,ACC_NL_0029,2026-02-23,Prospecting,,ESG Reporting,1393758,Competitor C,,
OPP_000490,ACC_IT_0004,2023-12-05,Closed Won,won,Depositary,2525277,Competitor A,PRICE,Client confirmed our pricing was competitive and within the approved budget envelope.
OPP_000491,ACC_LU_0085,2023-03-05,Closed Lost,lost,AIFM,842315,Competitor C,ONBOARDING_SPEED,Competitor promised a faster go-live timeline which was critical for the fund launch.
OPP_000492,ACC_IT_0141,2024-09-16,Closed Won,won,Regulatory,1063195,Competitor A,ONBOARDING_SPEED,Our rapid onboarding capability was a decisive factor in the client's selection.
OPP_000493,ACC_NL_0097,2025-04-08,Closed Lost,lost,Fund Admin,420411,Competitor A,OTHER,Deal stalled due to internal restructuring at the client; no clear next steps.
OPP_000494,ACC_NL_0073,2023-02-16,Closed Lost,lost,Depositary,738883,Competitor A,OTHER,Deal stalled due to internal restructuring at the client; no clear next steps.
OPP_000495,ACC_LU_0018,2024-03-06,Closed Won,won,Fund Admin,585852,,COVERAGE,Our broad coverage across the required jurisdictions exceeded all other proposals.
OPP_000496,ACC_LU_0060,2024-02-19,Closed Won,won,Depositary,752760,Competitor A,PRICE,Client confirmed our pricing was competitive and within the approved budget envelope.
OPP_000497,ACC_IT_0048,2023-02-12,Closed Won,won,ESG Reporting,4668574,Competitor A,COMPETITOR_RELATIONSHIP,Existing long-term relationship with IQ-EQ team outweighed competitor's lower price.
OPP_000498,ACC_LU_0011,2023-05-22,Closed Lost,lost,Depositary,760402,Competitor B,COVERAGE,Our current coverage in the required domicile was insufficient for the mandate.
OPP_000499,ACC_IT_0005,2023-12-12,Closed Won,won,Regulatory,1860467,Competitor C,COVERAGE,Our broad coverage across the required jurisdictions exceeded all other proposals.
OPP_000500,ACC_NL_0016,2025-07-05,Proposal,,Middle Office,4506809,Competitor A,,
OPP_000501,ACC_NL_0143,2023-07-28,Proposal,,Depositary,4537288,Competitor B,,
OPP_000502,ACC_NL_0023,2026-02-03,Negotiation,,Regulatory,938050,Competitor B,,
OPP_000503,ACC_LU_0107,2023-05-08,Closed Won,won,Depositary,1369116,Competitor C,COMPETITOR_RELATIONSHIP,Existing long-term relationship with IQ-EQ team outweighed competitor's lower price.
OPP_000504,ACC_IT_0115,2025-01-15,Prospecting,,Regulatory,1123594,Competitor B,,
OPP_000505,ACC_LU_0036,2023-09-25,Closed Won,won,AIFM,673593,Competitor B,OTHER,A combination of service quality and responsiveness led to a successful close.
OPP_000506,ACC_NL_0145,2022-11-20,Negotiation,,ESG Reporting,822794,Competitor A,,
OPP_000507,ACC_IT_0048,2023-10-13,Closed Lost,lost,Regulatory,632675,Competitor C,ONBOARDING_SPEED,Competitor promised a faster go-live timeline which was critical for the fund launch.
OPP_000508,ACC_NL_0106,2024-04-22,Negotiation,,Regulatory,1403964,Competitor C,,
OPP_000509,ACC_LU_0039,2023-01-20,Prospecting,,AIFM,87987,Competitor C,,
OPP_000510,ACC_FR_0146,2025-06-08,Proposal,,AIFM,1539105,Competitor A,,
OPP_000511,ACC_IT_0092,2022-06-12,Closed Won,won,AIFM,2760460,,COMPETITOR_RELATIONSHIP,Existing long-term relationship with IQ-EQ team outweighed competitor's lower price.
OPP_000512,ACC_LU_0096,2023-01-12,Closed Lost,lost,Middle Office,249393,Competitor B,COMPETITOR_RELATIONSHIP,Incumbent provider retained mandate due to entrenched relationship with CFO.
OPP_000513,ACC_NL_0058,2022-03-08,Closed Won,won,Depositary,1427787,Competitor B,PRICE,Client confirmed our pricing was competitive and within the approved budget envelope.
OPP_000514,ACC_FR_0052,2023-02-23,Prospecting,,Middle Office,1307337,,,
OPP_000515,ACC_FR_0084,2024-07-26,Closed Lost,lost,Middle Office,3992966,,COMPETITOR_RELATIONSHIP,Incumbent provider retained mandate due to entrenched relationship with CFO.
OPP_000516,ACC_NL_0081,2024-03-18,Closed Won,won,ESG Reporting,827431,Competitor A,OTHER,A combination of service quality and responsiveness led to a successful close.
OPP_000517,ACC_NL_0134,2022-08-12,Closed Won,won,AIFM,802118,,PRICE,Client confirmed our pricing was competitive and within the approved budget envelope.
OPP_000518,ACC_LU_0011,2025-02-16,Negotiation,,Regulatory,1445758,Competitor B,,
OPP_000519,ACC_NL_0075,2024-06-19,Closed Won,won,Depositary,718953,,COVERAGE,Our broad coverage across the required jurisdictions exceeded all other proposals.
OPP_000520,ACC_FR_0076,2025-06-09,Closed Lost,lost,AIFM,722189,,OTHER,Deal stalled due to internal restructuring at the client; no clear next steps.
OPP_000521,ACC_LU_0024,2026-01-19,Closed Won,won,ESG Reporting,1409871,Competitor B,ONBOARDING_SPEED,Our rapid onboarding capability was a decisive factor in the client's selection.
OPP_000522,ACC_FR_0101,2024-04-26,Negotiation,,Fund Admin,1304953,Competitor B,,
OPP_000523,ACC_IT_0117,2022-07-04,Proposal,,Regulatory,990435,Competitor B,,
OPP_000524,ACC_NL_0032,2022-07-06,Prospecting,,Middle Office,3353325,Competitor A,,
OPP_000525,ACC_LU_0135,2025-12-19,Negotiation,,ESG Reporting,937505,Competitor B,,
OPP_000526,ACC_NL_0097,2025-02-01,Negotiation,,AIFM,1372766,Competitor B,,
OPP_000527,ACC_LU_0042,2022-10-24,Proposal,,Regulatory,730897,Competitor C,,
OPP_000528,ACC_NL_0080,2026-02-04,Closed Lost,lost,Depositary,3319037,Competitor A,COMPETITOR_RELATIONSHIP,Incumbent provider retained mandate due to entrenched relationship with CFO.
OPP_000529,ACC_FR_0034,2023-02-20,Prospecting,,Depositary,554934,,,
OPP_000530,ACC_IT_0128,2025-01-18,Closed Lost,lost,Middle Office,1570452,,OTHER,Deal stalled due to internal restructuring at the client; no clear next steps.
OPP_000531,ACC_IT_0117,2024-04-19,Closed Won,won,ESG Reporting,59530,Competitor C,OTHER,A combination of service quality and responsiveness led to a successful close.
OPP_000532,ACC_NL_0143,2023-03-02,Prospecting,,AIFM,747787,Competitor C,,
OPP_000533,ACC_FR_0010,2022-10-25,Closed Lost,lost,ESG Reporting,482740,Competitor A,OTHER,Deal stalled due to internal restructuring at the client; no clear next steps.
OPP_000534,ACC_LU_0013,2022-08-12,Closed Won,won,AIFM,3524407,Competitor B,ONBOARDING_SPEED,Our rapid onboarding capability was a decisive factor in the client's selection.
OPP_000535,ACC_IT_0117,2025-03-31,Negotiation,,Fund Admin,185033,Competitor C,,
OPP_000536,ACC_LU_0083,2024-01-25,Closed Lost,lost,Middle Office,4294893,Competitor A,PRICE,Client selected a competitor offering a lower fee structure for the same service scope.
OPP_000537,ACC_NL_0075,2024-08-22,Prospecting,,Regulatory,1296141,Competitor C,,
OPP_000538,ACC_LU_0135,2024-04-27,Closed Won,won,ESG Reporting,134367,Competitor A,ONBOARDING_SPEED,Our rapid onboarding capability was a decisive factor in the client's selection.
OPP_000539,ACC_FR_0124,2026-01-22,Closed Won,won,Middle Office,932824,Competitor C,COVERAGE,Our broad coverage across the required jurisdictions exceeded all other proposals.
OPP_000540,ACC_LU_0067,2024-12-12,Closed Won,won,Depositary,1394302,,OTHER,A combination of service quality and responsiveness led to a successful close.
OPP_000541,ACC_NL_0134,2026-02-02,Closed Won,won,AIFM,1331312,Competitor B,COMPETITOR_RELATIONSHIP,Existing long-term relationship with IQ-EQ team outweighed competitor's lower price.
OPP_000542,ACC_NL_0075,2023-02-01,Prospecting,,Fund Admin,724084,Competitor A,,
OPP_000543,ACC_IT_0054,2025-06-14,Closed Lost,lost,Fund Admin,2002065,Competitor B,COMPETITOR_RELATIONSHIP,Incumbent provider retained mandate due to entrenched relationship with CFO.
OPP_000544,ACC_NL_0003,2025-08-04,Proposal,,Depositary,1644878,Competitor A,,
OPP_000545,ACC_LU_0079,2023-09-07,Closed Won,won,Fund Admin,215063,Competitor C,COVERAGE,Our broad coverage across the required jurisdictions exceeded all other proposals.
OPP_000546,ACC_NL_0088,2024-03-22,Closed Lost,lost,Fund Admin,4244192,Competitor B,OTHER,Deal stalled due to internal restructuring at the client; no clear next steps.
OPP_000547,ACC_LU_0085,2023-11-24,Closed Lost,lost,Middle Office,1206018,Competitor B,COMPETITOR_RELATIONSHIP,Incumbent provider retained mandate due to entrenched relationship with CFO.
OPP_000548,ACC_FR_0124,2022-11-15,Closed Won,won,Depositary,720581,,OTHER,A combination of service quality and responsiveness led to a successful close.
OPP_000549,ACC_LU_0015,2024-12-03,Proposal,,Regulatory,3551889,Competitor A,,
OPP_000550,ACC_IT_0054,2025-03-28,Closed Won,won,Fund Admin,4863259,Competitor C,COVERAGE,Our broad coverage across the required jurisdictions exceeded all other proposals.
OPP_000551,ACC_NL_0008,2023-11-26,Closed Lost,lost,AIFM,877923,,OTHER,Deal stalled due to internal restructuring at the client; no clear next steps.
OPP_000552,ACC_IT_0048,2025-05-03,Prospecting,,Depositary,3673697,Competitor C,,
OPP_000553,ACC_LU_0009,2023-07-11,Closed Won,won,AIFM,588796,Competitor C,COMPETITOR_RELATIONSHIP,Existing long-term relationship with IQ-EQ team outweighed competitor's lower price.
OPP_000554,ACC_NL_0056,2024-12-11,Proposal,,Fund Admin,592612,Competitor A,,
OPP_000555,ACC_FR_0052,2022-07-09,Closed Won,won,Middle Office,1362185,Competitor B,PRICE,Client confirmed our pricing was competitive and within the approved budget envelope.
OPP_000556,ACC_LU_0049,2023-11-28,Closed Lost,lost,Depositary,3989899,Competitor B,OTHER,Deal stalled due to internal restructuring at the client; no clear next steps.
OPP_000557,ACC_LU_0026,2024-11-23,Closed Won,won,AIFM,1100627,,ONBOARDING_SPEED,Our rapid onboarding capability was a decisive factor in the client's selection.
OPP_000558,ACC_IT_0100,2026-01-01,Closed Lost,lost,Fund Admin,500922,Competitor A,PRICE,Client selected a competitor offering a lower fee structure for the same service scope.
OPP_000559,ACC_NL_0023,2023-11-14,Closed Won,won,Fund Admin,804837,Competitor C,PRICE,Client confirmed our pricing was competitive and within the approved budget envelope.
OPP_000560,ACC_NL_0006,2025-03-28,Closed Lost,lost,Depositary,340805,Competitor C,ONBOARDING_SPEED,Competitor promised a faster go-live timeline which was critical for the fund launch.
OPP_000561,ACC_NL_0071,2024-12-26,Negotiation,,Middle Office,3520058,Competitor C,,
OPP_000562,ACC_LU_0039,2022-11-19,Proposal,,Fund Admin,1439532,Competitor A,,
OPP_000563,ACC_FR_0053,2025-01-16,Negotiation,,Depositary,1719734,Competitor C,,
OPP_000564,ACC_NL_0147,2023-05-17,Proposal,,Depositary,3259682,Competitor C,,
OPP_000565,ACC_FR_0139,2024-06-27,Prospecting,,Fund Admin,2618310,Competitor A,,
OPP_000566,ACC_NL_0028,2024-02-25,Prospecting,,Middle Office,618279,,,
OPP_000567,ACC_IT_0092,2023-10-02,Negotiation,,AIFM,3708044,Competitor A,,
OPP_000568,ACC_LU_0120,2025-03-08,Prospecting,,Regulatory,2607241,,,
OPP_000569,ACC_NL_0080,2025-11-02,Closed Won,won,Middle Office,1542623,Competitor B,COMPETITOR_RELATIONSHIP,Existing long-term relationship with IQ-EQ team outweighed competitor's lower price.
OPP_000570,ACC_NL_0037,2025-06-17,Proposal,,Depositary,2264346,Competitor C,,
OPP_000571,ACC_FR_0084,2024-07-17,Closed Won,won,Middle Office,1007991,,PRICE,Client confirmed our pricing was competitive and within the approved budget envelope.
OPP_000572,ACC_IT_0119,2022-12-16,Proposal,,Depositary,926438,Competitor B,,
OPP_000573,ACC_IT_0131,2022-07-30,Closed Won,won,Depositary,856417,Competitor A,PRICE,Client confirmed our pricing was competitive and within the approved budget envelope.
OPP_000574,ACC_FR_0078,2024-12-27,Closed Won,won,Middle Office,395934,Competitor B,OTHER,A combination of service quality and responsiveness led to a successful close.
OPP_000575,ACC_IT_0141,2022-11-22,Closed Lost,lost,Fund Admin,544035,,COMPETITOR_RELATIONSHIP,Incumbent provider retained mandate due to entrenched relationship with CFO.
OPP_000576,ACC_NL_0112,2025-03-07,Closed Lost,lost,Regulatory,392423,Competitor A,OTHER,Deal stalled due to internal restructuring at the client; no clear next steps.
OPP_000577,ACC_NL_0147,2024-09-23,Prospecting,,ESG Reporting,2583087,Competitor A,,
OPP_000578,ACC_NL_0114,2022-12-27,Negotiation,,Middle Office,813234,Competitor A,,
OPP_000579,ACC_LU_0098,2023-11-02,Closed Won,won,Fund Admin,365537,Competitor B,PRICE,Client confirmed our pricing was competitive and within the approved budget envelope.
OPP_000580,ACC_NL_0149,2025-07-26,Closed Lost,lost,Regulatory,266363,Competitor C,ONBOARDING_SPEED,Competitor promised a faster go-live timeline which was critical for the fund launch.
OPP_000581,ACC_IT_0100,2025-06-14,Closed Won,won,AIFM,1038199,Competitor C,ONBOARDING_SPEED,Our rapid onboarding capability was a decisive factor in the client's selection.
OPP_000582,ACC_NL_0077,2025-03-13,Closed Lost,lost,Middle Office,3730060,Competitor C,COVERAGE,Our current coverage in the required domicile was insufficient for the mandate.
OPP_000583,ACC_NL_0023,2025-04-08,Prospecting,,ESG Reporting,636086,Competitor B,,
OPP_000584,ACC_FR_0076,2022-05-08,Negotiation,,ESG Reporting,1453454,Competitor A,,
OPP_000585,ACC_LU_0144,2024-01-06,Prospecting,,Depositary,4395558,Competitor B,,
OPP_000586,ACC_NL_0111,2025-12-09,Closed Won,won,Regulatory,605044,,COVERAGE,Our broad coverage across the required jurisdictions exceeded all other proposals.
OPP_000587,ACC_NL_0112,2025-01-21,Proposal,,AIFM,738563,Competitor B,,
OPP_000588,ACC_NL_0143,2024-02-27,Closed Lost,lost,Middle Office,1194202,Competitor B,COVERAGE,Our current coverage in the required domicile was insufficient for the mandate.
OPP_000589,ACC_LU_0035,2022-01-24,Prospecting,,Fund Admin,258794,,,
OPP_000590,ACC_NL_0112,2022-10-06,Prospecting,,Regulatory,1218615,,,
OPP_000591,ACC_NL_0109,2025-06-30,Proposal,,ESG Reporting,2408561,,,
OPP_000592,ACC_IT_0099,2023-12-29,Proposal,,Middle Office,926631,,,
OPP_000593,ACC_NL_0061,2025-12-29,Closed Won,won,ESG Reporting,3093585,Competitor A,COMPETITOR_RELATIONSHIP,Existing long-term relationship with IQ-EQ team outweighed competitor's lower price.
OPP_000594,ACC_FR_0010,2025-03-09,Closed Won,won,Fund Admin,891389,Competitor A,COVERAGE,Our broad coverage across the required jurisdictions exceeded all other proposals.
OPP_000595,ACC_NL_0037,2026-02-04,Closed Lost,lost,Middle Office,2826272,Competitor A,COVERAGE,Our current coverage in the required domicile was insufficient for the mandate.
OPP_000596,ACC_IT_0063,2024-08-25,Closed Won,won,Regulatory,968847,Competitor C,PRICE,Client confirmed our pricing was competitive and within the approved budget envelope.
OPP_000597,ACC_FR_0014,2023-12-05,Closed Won,won,Middle Office,2543156,,PRICE,Client confirmed our pricing was competitive and within the approved budget envelope.
OPP_000598,ACC_NL_0147,2026-02-11,Negotiation,,Depositary,4822615,Competitor C,,
OPP_000599,ACC_NL_0075,2022-12-10,Prospecting,,ESG Reporting,1136666,Competitor C,,
OPP_000600,ACC_NL_0016,2025-07-12,Closed Won,won,ESG Reporting,732289,Competitor C,ONBOARDING_SPEED,Our rapid onboarding capability was a decisive factor in the client's selection.
OPP_000601,ACC_LU_0007,2023-08-11,Closed Won,won,ESG Reporting,845880,Competitor C,ONBOARDING_SPEED,Our rapid onboarding capability was a decisive factor in the client's selection.
OPP_000602,ACC_LU_0065,2022-09-29,Closed Won,won,Depositary,70594,Competitor A,COVERAGE,Our broad coverage across the required jurisdictions exceeded all other proposals.
OPP_000603,ACC_IT_0045,2025-04-26,Closed Lost,lost,Depositary,1221369,Competitor C,COMPETITOR_RELATIONSHIP,Incumbent provider retained mandate due to entrenched relationship with CFO.
OPP_000604,ACC_NL_0061,2024-09-20,Proposal,,ESG Reporting,4379064,Competitor C,,
